  53  25607 150.06432 1.756034   0.9698 163.4  30.0    4.5977  -99.0000  -99.0000  -99.0000  -99.0000      1.2287  -99.0000  -99.0000    0.3007    0.0517   11.57
  54  25614 150.24698 1.755935   0.9079 202.5   8.1  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    3.9389    0.6775   11.61
  55  25634 150.17419 1.757126   0.8042 -99.0 -99.0   -0.4838  -99.0000  -99.0000  -99.0000  -99.0000      1.4665  -99.0000  -99.0000  -99.0000  -99.0000  -99.00
  56  25734 149.91583 1.756847   0.8507 135.1  10.4    5.1715  -99.0000  -99.0000  -99.0000  -99.0000      1.3224  -99.0000  -99.0000    5.0381    0.8666   11.41
  57  25734 149.91583 1.756847   0.8508  92.5   8.4    4.7130    2.7018  -99.0000  -99.0000  -99.0000      1.3171  945.2770  -99.0000    5.0381    0.8666   11.08
  58  25743 150.34641 1.757411   0.6711 106.7  14.0    5.6217    4.8851  -99.0000  -99.0000  -99.0000      1.2177  643.9844  -99.0000    1.3547    0.2330   11.13
  59  25841 150.05278 1.759166   0.8280  59.8  32.2    2.8081  -99.0000  -99.0000  -99.0000  -99.0000      1.2517  -99.0000  -99.0000    0.5941    0.1022   10.56
  60  25979 150.26700 1.759610   0.7409  94.9  21.1    4.8944    5.2909  -99.0000  -99.0000  -99.0000      1.2238  240.7163  339.5759    0.2000    0.0344   10.71
  61  25989 149.94099 1.760112 -99.0000 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    3.1384    0.5398  -99.00
  62  25994 150.08609 1.760855   0.8436 139.2  12.9    4.2265    2.7377  -99.0000  -99.0000  -99.0000      1.6554  109.2214  120.2150    3.2727    0.5629   11.07
  63  26055 150.13643 1.763259 -99.0000 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    6.0000    1.0320  -99.00
  64  26080 150.03741 1.761987   0.7359 148.5  13.5    1.7862    2.2472  -99.0000  -99.0000  -99.0000      1.6348   43.5282  -99.0000    4.0965    0.7046   11.31
  65  26116 150.22495 1.760104   0.9810 242.5 -99.0    2.2128  -99.0000  -99.0000  -99.0000  -99.0000      1.6276  -99.0000  -99.0000    5.1468    0.8852  -99.00
  66  26117 149.98607 1.762998   0.7359  84.7  21.3    6.4101  -99.0000  -99.0000  -99.0000  -99.0000      1.2117  -99.0000  -99.0000    1.4428    0.2482   10.36
  67  26232 149.92206 1.764801   0.7724  93.0  13.2    6.0919  -99.0000  -99.0000  -99.0000  -99.0000      1.2132  -99.0000  -99.0000    0.6621    0.1139   10.96
  68  26283 150.23486 1.763245   0.8376 172.2   5.1    3.3805  -99.0000  -99.0000  -99.0000  -99.0000      1.5044  -99.0000  -99.0000    4.9044    0.8436   11.26
  69  26292 150.33446 1.764237   0.8864 262.8 -99.0    0.6777  -99.0000  -99.0000  -99.0000  -99.0000      1.7665  -99.0000  -99.0000    1.7462    0.3003  -99.00
  70  26292 150.33446 1.764237   0.8866 247.6 -99.0    0.9128    3.2998  -99.0000  -99.0000  -99.0000      1.7768  -12.7861  -99.0000    1.7462    0.3003  -99.00
  71  26324 149.98119 1.767033   0.7340 -99.0 -99.0    5.7376    1.7591    3.8922   -0.6754  -99.0000    -99.0000   96.0515  410.1360    0.4528    0.0779  -99.00
  72  26357 149.98279 1.765844   0.7060 184.0  10.8    1.3281    3.5115  -99.0000  -99.0000  -99.0000      1.6782  126.9025  -99.0000    2.4289    0.4178   11.16
  73  26436 150.12993 1.766400   0.5286 135.1  30.2  -99.0000    2.9652    2.1679    1.8423    1.2658    -99.0000  151.3308   82.8216    1.1570    0.1990   11.05
  74  26438 150.27818 1.766914   0.6712 204.0   5.7    0.9481    2.1145    3.0748    2.7235  -99.0000    -99.0000   17.5287  117.7744    2.4027    0.4133   11.36
  75  26456 149.90025 1.768245   0.6937  52.1  20.2    7.7200    3.5318    1.7041    2.3316    1.6453    -99.0000  283.0784  435.2901    0.6293    0.1082   10.17
  76  26472 150.27650 1.769009   0.6724  82.5  46.2  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000   52.5285  -99.0000    1.0687    0.1838   10.50
  77  26488 150.24255 1.766403   0.6222 211.5   9.6    0.8168    1.7143    2.8578    1.2110  -99.0000      1.4107  506.6953 5323.1621    6.0000    1.0320   11.18
  78  26557 150.08627 1.764862   0.7327 107.5  11.4    4.3464  -99.0000  -99.0000  -99.0000  -99.0000      1.3998  -99.0000  -99.0000    2.5267    0.4346   11.29
  79  26664 150.14484 1.770835   0.7321 175.6  21.8    3.0562  -99.0000  -99.0000  -99.0000  -99.0000      1.4772   52.5868   13.7729    2.7591    0.4746   10.92
  80  26681 150.35300 1.770177   1.2017 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    6.0000    1.0320  -99.00
  81  26693 149.98822 1.771108   0.7362 159.4  16.4    2.5922  -99.0000  -99.0000  -99.0000  -99.0000      1.5927  -99.0000  -99.0000    5.5071    0.9472   11.12
  82  26745 150.23941 1.771698   0.5786 134.7  18.8    5.5684    4.2818    0.6815    2.4190    1.2183    -99.0000  380.3422  106.8611    0.6137    0.1056   11.29
  83  26794 150.34416 1.772868   0.9053 144.9  19.8    4.6045  -99.0000  -99.0000  -99.0000  -99.0000      1.2441  -99.0000  -99.0000    0.6349    0.1092   11.43
  84  26807 149.90041 1.772715 -99.0000 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    3.3441    0.5752  -99.00
  85  26836 150.04115 1.770214   0.6290 136.9  25.0    4.5477    1.1587    1.6502  -99.0000  -99.0000      1.1923  669.7657  588.7679    0.3313    0.0570   11.32
  86  26848 150.36617 1.773237   0.9342 105.8  35.8    7.9266  -99.0000  -99.0000  -99.0000  -99.0000      1.2777  -99.0000  -99.0000    0.4832    0.0831   11.05
  87  26978 149.91377 1.775218   0.8509 154.5  27.8    4.6072  -99.0000  -99.0000  -99.0000  -99.0000      1.4822  -99.0000  -99.0000    2.4590    0.4229   11.32
  88  27000 150.27628 1.774207   0.9225  82.2  32.0    3.6104  -99.0000  -99.0000  -99.0000  -99.0000      1.3428  -99.0000  -99.0000    0.8465    0.1456   10.79
  89  27037 150.24640 1.776814   0.9179 110.8  43.3    8.3172  -99.0000  -99.0000  -99.0000  -99.0000      1.1868  -99.0000  -99.0000    0.5049    0.0868   10.72
  90  27057 150.27390 1.776528   0.8909 137.3  36.2    8.9295  -99.0000  -99.0000  -99.0000  -99.0000      1.1873  -99.0000  -99.0000    1.4908    0.2564   11.49
  91  27062 149.99944 1.773798   0.6631 176.3   7.2    0.4973    2.5677    3.8758    2.1376    2.9793    -99.0000   13.4463  -50.0655    4.6519    0.8001   11.39
  92  27068 150.15411 1.773334   0.6783 179.2   7.2    2.3162    2.6888  -99.0000  -99.0000  -99.0000      1.7038   18.5648   22.8280    2.7993    0.4815   11.54
  93  27145 150.01175 1.776677   1.1237 -99.0 -99.0    4.4887  -99.0000  -99.0000  -99.0000  -99.0000      1.3187  -99.0000  -99.0000    1.5921    0.2738  -99.00
  94  27265 150.14487 1.776603   0.7329 272.3  11.6   -0.9951    1.8756  -99.0000  -99.0000  -99.0000      1.7780   -0.6236   32.9732    3.2835    0.5648   11.47
  95  27314 150.28006 1.780051   0.8922 128.9  47.1    5.5515  -99.0000  -99.0000  -99.0000  -99.0000      1.2515  -99.0000  -99.0000    0.8243    0.1418   10.98
  96  27328 149.92711 1.778779   0.7363 183.0  10.6    1.3919  -99.0000  -99.0000  -99.0000  -99.0000      1.6481  -99.0000  -99.0000    6.0000    1.0320   11.58
  97  27328 149.92711 1.778779   0.7360 186.7  11.9    2.9740    1.5812  -99.0000  -99.0000  -99.0000      1.6064   99.9718   85.2781    6.0000    1.0320   11.60
  98  27426 150.16353 1.780639   0.8092 166.2  12.5    6.2183  -99.0000  -99.0000  -99.0000  -99.0000      1.2888  -99.0000  -99.0000    1.7214    0.2961   11.32
  99  27440 150.02142 1.780353   1.1680 218.4  26.4  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    2.1651    0.3724   11.86
 100  27460 150.21284 1.779357   0.7386 137.6  10.9    3.0842    4.6855  -99.0000  -99.0000  -99.0000      1.4280  202.0533    9.7439    1.8080    0.3110   11.07
 101  27634 150.01999 1.785231   0.9670 -99.0 -99.0    8.7325  -99.0000  -99.0000  -99.0000  -99.0000      1.1132  -99.0000  -99.0000    0.7430    0.1278  -99.00
 102  27659 150.17474 1.783841   0.9905 211.1   8.7  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    3.8910    0.6693   11.15
 103  27690 149.91045 1.784551   0.9247 166.4  34.5    3.0228  -99.0000  -99.0000  -99.0000  -99.0000      1.4566  -99.0000  -99.0000    0.5405    0.0930   11.39
 104  27713 149.92657 1.781404   0.3680 120.6  11.4  -99.0000    3.5411    1.8635    2.2149    1.6148    -99.0000  540.8806  575.5435    1.6905    0.2908   11.27
 105  27713 149.92657 1.781404   0.3680  82.8  11.2  -99.0000    3.4173    1.8597    1.8380    1.2612    -99.0000  -99.0000  -99.0000    1.6905    0.2908   10.95
 106  27741 150.29980 1.783797   0.7063 186.9   6.6   -0.2764    2.2085  -99.0000  -99.0000  -99.0000      1.6256   51.6338  178.1622    3.2937    0.5665   11.14
 107  27797 150.13750 1.785615   0.9683 263.4  16.5    2.5047  -99.0000  -99.0000  -99.0000  -99.0000      1.5199  -99.0000  -99.0000    2.2778    0.3918   11.73
 108  27807 150.00731 1.787263   1.7698 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    1.5415    0.2651  -99.00
 109  27957 149.99985 1.787661   1.0234  85.6 -99.0    4.9237  -99.0000  -99.0000  -99.0000  -99.0000      1.1300  -99.0000  -99.0000    0.4656    0.0801  -99.00
 110  28012 150.26489 1.788915   0.6358 124.0  13.0  -99.0000    5.3217    2.0744    1.3156    2.6180    -99.0000  232.8143   50.4410    0.7099    0.1221   10.94
 111  28041 150.18922 1.786767   0.8088 216.4   7.2    1.7430    4.4622  -99.0000  -99.0000  -99.0000      1.6161  223.4395  463.3736    4.2315    0.7278   11.15
 112  28062 149.91527 1.789650   0.7738 174.0  12.9    4.8401  -99.0000  -99.0000  -99.0000  -99.0000      1.3295  -99.0000  -99.0000    2.4123    0.4149   11.70
 113  28062 149.91527 1.789650   0.7741 149.3  12.1    5.2841    4.4793  -99.0000  -99.0000  -99.0000      1.2973  868.0132   46.6495    2.4123    0.4149   11.57
 114  28094 150.35638 1.790105   0.9450  90.0  11.7    3.6641  -99.0000  -99.0000  -99.0000  -99.0000      1.3908  -99.0000  -99.0000    1.5332    0.2637   11.18
 115  28099 150.14352 1.789054   0.7327 128.3  21.1  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000   62.6391   22.2407    1.5376    0.2645   10.75
 116  28161 150.08203 1.791330   0.7373 194.7  17.9    2.6765  -99.0000  -99.0000  -99.0000  -99.0000      1.4932  -99.0000  -99.0000    4.7046    0.8092   10.85
 117  28183 150.36903 1.792025 -99.0000 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    6.0000    1.0320  -99.00
 118  28202 150.23589 1.791352   0.9169 141.1  13.2    3.4037  -99.0000  -99.0000  -99.0000  -99.0000      1.4569  -99.0000  -99.0000    2.5496    0.4385   11.19
 119  28341 150.19508 1.793742   1.8594 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000  -99.0000  -99.0000  -99.00
 120  28349 150.01141 1.793877   1.1685 203.4  27.6  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000      1.6241  -99.0000  -99.0000    5.7847    0.9950   11.43
 121  28349 150.01141 1.793877   1.1685 -99.0 -99.0  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  -99.0000  -99.0000    5.7847    0.9950  -99.00
 122  28512 150.24203 1.793838   0.6227 100.5   7.9  -99.0000  -99.0000  -99.0000  -99.0000  -99.0000    -99.0000  870.2159  127.6861    1.5520    0.2669   11.16
 123  28585 150.32201 1.795618   0.8927  95.3  14.0    6.9164  -99.0000  -99.0000  -99.0000  -99.0000      1.2429  -99.0000  -99.0000    0.6113    0.1051   10.96
